,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
60,2022-02-03,326.3566898538457,279.2703499150682,359.5102095805324,326.3566898538457,326.3566898538457,-5.917434928148355,-5.917434928148355,-5.917434928148355,-5.917434928148355,-5.917434928148355,-5.917434928148355,0.0,0.0,0.0,320.43925492569736
61,2022-02-04,325.9214057217015,272.8473706403747,358.3967432903996,325.9214057217015,325.9214057217015,-8.501342042894056,-8.501342042894056,-8.501342042894056,-8.501342042894056,-8.501342042894056,-8.501342042894056,0.0,0.0,0.0,317.4200636788074
62,2022-02-07,324.6155533252688,280.22932559464084,367.30809548951464,324.6155533252688,324.6155533252688,-1.6515499485656486,-1.6515499485656486,-1.6515499485656486,-1.6515499485656486,-1.6515499485656486,-1.6515499485656486,0.0,0.0,0.0,322.96400337670315
63,2022-02-08,324.18026919312456,276.74309965827666,361.21102450770644,324.18026919312456,324.18026919312456,-4.123814158375088,-4.123814158375088,-4.123814158375088,-4.123814158375088,-4.123814158375088,-4.123814158375088,0.0,0.0,0.0,320.0564550347495
64,2022-02-09,323.74498506098035,281.22567434585505,363.69062442409336,323.74498506098035,323.74498506098035,-2.9494240289889437,-2.9494240289889437,-2.9494240289889437,-2.9494240289889437,-2.9494240289889437,-2.9494240289889437,0.0,0.0,0.0,320.7955610319914
65,2022-02-10,323.3097976613477,274.5288054282986,359.96659931875934,323.3097976613477,323.3097976613477,-5.9174349281270455,-5.9174349281270455,-5.9174349281270455,-5.9174349281270455,-5.9174349281270455,-5.9174349281270455,0.0,0.0,0.0,317.3923627332207
66,2022-02-11,322.8746102617151,271.9478245804376,354.64453541962996,322.8746102617151,322.8746102617151,-8.501342042881816,-8.501342042881816,-8.501342042881816,-8.501342042881816,-8.501342042881816,-8.501342042881816,0.0,0.0,0.0,314.37326821883323
67,2022-02-14,321.56904806281716,276.1606487966329,358.5569771648253,321.56904806281716,321.56904806281716,-1.6515499485779275,-1.6515499485779275,-1.6515499485779275,-1.6515499485779275,-1.6515499485779275,-1.6515499485779275,0.0,0.0,0.0,319.9174981142392
68,2022-02-15,321.1338606631845,271.3784352625869,357.0771237517193,321.1338606631845,321.1338606631845,-4.123814158386713,-4.123814158386713,-4.123814158386713,-4.123814158386713,-4.123814158386713,-4.123814158386713,0.0,0.0,0.0,317.0100465047978
69,2022-02-16,320.69867326355194,275.6987566363577,359.73392271463644,320.69867326355194,320.69867326355194,-2.9494240289826568,-2.9494240289826568,-2.9494240289826568,-2.9494240289826568,-2.9494240289826568,-2.9494240289826568,0.0,0.0,0.0,317.7492492345693
70,2022-02-17,320.2634858639193,273.3673595768472,352.66914440793,320.2634858639193,320.2634858639193,-5.917434928131565,-5.917434928131565,-5.917434928131565,-5.917434928131565,-5.917434928131565,-5.917434928131565,0.0,0.0,0.0,314.34605093578773
71,2022-02-18,319.82829846428666,266.910177843,351.66822337659426,319.82829846428666,319.82829846428666,-8.501342042875208,-8.501342042875208,-8.501342042875208,-8.501342042875208,-8.501342042875208,-8.501342042875208,0.0,0.0,0.0,311.32695642141147
72,2022-02-22,318.08754886575616,272.29192382342114,353.77350834573394,318.08754886575616,318.08754886575616,-4.123814158380399,-4.123814158380399,-4.123814158380399,-4.123814158380399,-4.123814158380399,-4.123814158380399,0.0,0.0,0.0,313.96373470737575
73,2022-02-23,317.6523624081214,272.2030695970114,357.8821112132211,317.6523624081214,317.6523624081214,-2.949424028976372,-2.949424028976372,-2.949424028976372,-2.949424028976372,-2.949424028976372,-2.949424028976372,0.0,0.0,0.0,314.70293837914505
74,2022-02-24,317.2171759504867,269.9978072172028,351.00907252777347,317.2171759504867,317.2171759504867,-5.917434928136083,-5.917434928136083,-5.917434928136083,-5.917434928136083,-5.917434928136083,-5.917434928136083,0.0,0.0,0.0,311.29974102235064
75,2022-02-25,316.78198949285195,267.6718291404274,352.43009710817273,316.78198949285195,316.78198949285195,-8.501342042865783,-8.501342042865783,-8.501342042865783,-8.501342042865783,-8.501342042865783,-8.501342042865783,0.0,0.0,0.0,308.2806474499862
76,2022-02-28,315.47643011994774,270.56499232797864,356.0494416157131,315.47643011994774,315.47643011994774,-1.6515499486024856,-1.6515499486024856,-1.6515499486024856,-1.6515499486024856,-1.6515499486024856,-1.6515499486024856,0.0,0.0,0.0,313.8248801713452
77,2022-03-01,315.04124366231304,267.4072497963837,351.2949199413862,315.04124366231304,315.04124366231304,-4.123814158387513,-4.123814158387513,-4.123814158387513,-4.123814158387513,-4.123814158387513,-4.123814158387513,0.0,0.0,0.0,310.9174295039255
78,2022-03-02,314.60605720467834,270.2757133442697,356.4658990817642,314.60605720467834,314.60605720467834,-2.9494240289891165,-2.9494240289891165,-2.9494240289891165,-2.9494240289891165,-2.9494240289891165,-2.9494240289891165,0.0,0.0,0.0,311.6566331756892
79,2022-03-03,314.1708707470436,265.9229045449135,348.8954205962999,314.1708707470436,314.1708707470436,-5.917434928111057,-5.917434928111057,-5.917434928111057,-5.917434928111057,-5.917434928111057,-5.917434928111057,0.0,0.0,0.0,308.25343581893253
80,2022-03-04,313.7356842894089,264.52780824416084,346.385210371714,313.7356842894089,313.7356842894089,-8.50134204285636,-8.50134204285636,-8.50134204285636,-8.50134204285636,-8.50134204285636,-8.50134204285636,0.0,0.0,0.0,305.2343422465525
81,2022-03-07,312.4386047022983,268.99622793723074,349.8306766878222,312.4386047022983,312.4386047022983,-1.6515499486000824,-1.6515499486000824,-1.6515499486000824,-1.6515499486000824,-1.6515499486000824,-1.6515499486000824,0.0,0.0,0.0,310.7870547536982
82,2022-03-08,312.0062448399281,263.9953541013136,347.9888923491946,312.0062448399281,312.0062448399281,-4.123814158381198,-4.123814158381198,-4.123814158381198,-4.123814158381198,-4.123814158381198,-4.123814158381198,0.0,0.0,0.0,307.8824306815469
83,2022-03-09,311.5738849775579,267.2301819770734,350.2722468875057,311.5738849775579,311.5738849775579,-2.949424028976974,-2.949424028976974,-2.949424028976974,-2.949424028976974,-2.949424028976974,-2.949424028976974,0.0,0.0,0.0,308.6244609485809
84,2022-03-10,311.14152511518773,263.7006967105974,347.3554349421731,311.14152511518773,311.14152511518773,-5.917434928119292,-5.917434928119292,-5.917434928119292,-5.917434928119292,-5.917434928119292,-5.917434928119292,0.0,0.0,0.0,305.22409018706844
85,2022-03-11,310.7091652528175,259.8396513984025,342.93049718404296,310.7091652528175,310.7091652528175,-8.501342042846936,-8.501342042846936,-8.501342042846936,-8.501342042846936,-8.501342042846936,-8.501342042846936,0.0,0.0,0.0,302.20782320997057
86,2022-03-14,309.412085665707,265.8573013712327,346.36516827581613,309.412085665707,309.412085665707,-1.651549948563143,-1.651549948563143,-1.651549948563143,-1.651549948563143,-1.651549948563143,-1.651549948563143,0.0,0.0,0.0,307.7605357171439
87,2022-03-15,308.9797258033368,262.283976563203,345.8378575165506,308.9797258033368,308.9797258033368,-4.123814158374884,-4.123814158374884,-4.123814158374884,-4.123814158374884,-4.123814158374884,-4.123814158374884,0.0,0.0,0.0,304.8559116449619
88,2022-03-16,308.54736594096664,265.2368338677471,346.02750114999196,308.54736594096664,308.54736594096664,-2.9494240289802036,-2.9494240289802036,-2.9494240289802036,-2.9494240289802036,-2.9494240289802036,-2.9494240289802036,0.0,0.0,0.0,305.5979419119864
89,2022-03-17,308.1150060939975,263.52077076060516,346.03361549921664,308.1150060939975,308.1150060939975,-5.917434928120093,-5.917434928120093,-5.917434928120093,-5.917434928120093,-5.917434928120093,-5.917434928120093,0.0,0.0,0.0,302.19757116587743
90,2022-03-18,307.68264624702834,258.8068916156188,339.94688930651984,307.68264624702834,307.68264624702834,-8.501342042840328,-8.501342042840328,-8.501342042840328,-8.501342042840328,-8.501342042840328,-8.501342042840328,0.0,0.0,0.0,299.181304204188
91,2022-03-21,306.385566706121,262.70299711667786,349.44828927953404,306.385566706121,306.385566706121,-1.6515499485754228,-1.6515499485754228,-1.6515499485754228,-1.6515499485754228,-1.6515499485754228,-1.6515499485754228,0.0,0.0,0.0,304.73401675754553
92,2022-03-22,305.9532068591518,259.62588819051575,343.05367368480773,305.9532068591518,305.9532068591518,-4.123814158368571,-4.123814158368571,-4.123814158368571,-4.123814158368571,-4.123814158368571,-4.123814158368571,0.0,0.0,0.0,301.8293927007832
